name,source_id,ref_dmin_pc,our_dmin_pc,ref_lo_pc,ref_hi_pc,our_lo_pc,our_hi_pc,d_ratio,ref_tmin_kyr,our_tmin_kyr,mc_censored,grade,sys_dmin_pc,window_limited,catalog
TYC 7121-1411-1,5547847365503540480,8.8988,8.7851,8.4607,9.3828,8.58749,8.98058,0.987,-671.9,-674.5,0.0,B,0.00097,False,BJ2018
2MASS J06395374-4838327,5551538941421122304,0.8657,1.2705,0.7722,0.9548,1.24361,1.29488,1.468,-3814.5,-3875.2,0.0,A,0.36677,False,BJ2018
2MASS J06334948-4750243,5552244793526284672,10.0011,9.372,8.6887,11.8697,8.87623,10.032,0.937,-2908.9,-2772.7,0.0,A,0.11659,False,BJ2018
2MASS J06361454-4725425,5552277469637323136,2.5976,2.3073,2.2103,3.0748,2.08749,2.78817,0.888,-4018.8,-4461.5,0.168,B,0.43146,False,BJ2018
PM J06091-4953,5553110654636730496,3.3951,3.4584,3.2063,3.6142,3.44218,3.47369,1.019,-538.7,-546.0,0.0,A,0.00084,False,BJ2018
TYC 8109-619-1,5554080977943991680,5.0271,4.9166,4.6552,5.439,4.78887,5.0369,0.978,-4967.8,-4793.6,0.062,A,0.36295,False,BJ2018
TYC 8102-1806-1,5555009618592879616,7.3845,7.4299,7.2488,7.5247,7.39721,7.46436,1.006,-1491.7,-1492.4,0.0,A,0.04539,False,BJ2018
2MASS J06580972-4632465,5557668714448447616,1.9869,1.7464,1.8527,2.1258,1.71283,1.7866,0.879,-3137.5,-3224.6,0.0,A,0.14508,False,BJ2018
LTT 2728,5559265690666327168,5.7891,5.7996,5.7736,5.8043,5.79042,5.80628,1.002,-166.4,-166.6,0.0,A,2e-05,False,BJ2018
LTT 2727,5559265690666326016,5.8759,5.8851,5.8472,5.9057,5.8744,5.89646,1.002,-165.3,-165.4,0.0,A,2e-05,False,BJ2018
Gaia DR3 5559463774558460672,5559463774558460672,10.6519,11.4735,7.8808,16.2994,9.7804,13.46119,1.077,-4458.9,-3872.6,0.066,B,0.20796,False,BJ2018
HIP 32939,5562061542577445760,8.4649,8.6222,8.3623,8.5607,8.57661,8.67623,1.019,-1030.4,-1046.7,0.0,A,0.00574,False,BJ2018
2MASS J07024730-4050029,5562997806790106752,4.9801,4.7367,4.8132,5.1505,4.67389,4.80299,0.951,-2651.2,-2677.1,0.0,A,0.09129,False,BJ2018
TYC 8101-1447-1,5566867125647181568,7.8956,6.7619,7.5824,8.1927,6.63212,6.91597,0.856,-4682.7,-4804.7,0.012,A,0.76043,False,BJ2018
2MASS J06232226-4420134,5567291919389718912,4.7047,4.8188,4.4807,4.9499,4.73424,4.90134,1.024,-1558.7,-1613.6,0.0,A,0.01735,False,BJ2018
2MASS J06105543-4246035,5571232118090082816,0.232,0.2099,0.1989,0.264,0.20261,0.21558,0.905,-1162.4,-1158.2,0.0,A,0.00527,False,BJ2018
SAO 217751,5571494871306107904,8.965,8.9598,8.8821,9.0497,8.93653,8.99125,0.999,-1039.6,-1037.3,0.0,A,0.02915,False,BJ2018
HD 50652,5576491979856868992,9.6091,9.5501,9.5253,9.6924,9.51979,9.57763,0.994,-1058.2,-1051.8,0.0,A,0.01508,False,BJ2018
2MASS J06454825-3723463,5577268028908212480,9.8062,9.9333,9.6539,9.9651,9.86727,9.99793,1.013,-1089.6,-1106.4,0.0,A,0.00759,False,BJ2018
2MASS J06325165-3544382,5581272175377836032,7.7665,7.7044,7.3628,8.2205,7.60277,7.80324,0.992,-3306.8,-3295.6,0.0,A,0.07322,False,BJ2018
TYC 7086-864-1,5581411744635320448,4.8535,4.9474,4.7792,4.93,4.90937,4.98118,1.019,-1479.5,-1490.6,0.0,A,0.04769,False,BJ2018
TYC 7091-338-1,5583660692592205440,3.4475,2.9638,3.2132,3.6545,2.92015,2.99739,0.86,-4211.3,-4286.8,0.0,A,0.23806,False,BJ2018
2MASS J07342900-3348188,5591805904791108736,6.6609,6.6651,6.5145,6.8232,6.61847,6.7171,1.001,-1747.7,-1750.8,0.0,A,0.0098,False,BJ2018
2MASS J07551946-3430507,5593638382661112832,8.7575,10.0643,8.2394,9.3639,9.77325,10.37324,1.149,-2111.3,-2193.4,0.0,B,0.09382,False,BJ2018
HD 67163,5596589574957336576,7.888,7.8511,7.8295,7.9453,7.82975,7.87128,0.995,-757.0,-756.3,0.0,A,0.00059,False,BJ2018
2MASS J07421161-3009511,5598894872883723008,5.6121,5.3939,5.2614,5.9692,5.28241,5.51091,0.961,-4599.6,-4502.2,0.0,A,0.10171,False,BJ2018
HD 61241,5599311793946975872,6.0471,4.1466,5.3385,6.7715,4.04099,4.24799,0.686,-3837.8,-3798.9,0.0,A,0.30541,False,BJ2018
TYC 6565-1728-1,5600540493883860992,3.8437,3.6993,3.6328,4.0632,3.66184,3.74103,0.962,-2676.6,-2658.9,0.0,A,0.01382,False,BJ2018
Gaia DR3 5601135230902996608,5601135230902996608,9.9745,10.0911,9.7331,10.2387,9.99376,10.17966,1.012,-1402.3,-1420.5,0.0,A,0.00528,False,BJ2018
LTT 2976,5602386058511578368,7.7618,7.7401,7.7318,7.7913,7.72788,7.75397,0.997,-223.9,-223.4,0.0,A,4e-05,False,BJ2018
2MASS J07130518-3357082,5603048759084972032,9.2318,9.0979,9.0301,9.4324,9.02017,9.15628,0.985,-1319.2,-1302.2,0.0,A,0.01134,False,BJ2018
2MASS J07000626-3155098,5604127719287053440,6.3691,5.8231,6.1021,6.6568,5.69971,5.95133,0.914,-1586.8,-1561.0,0.0,B,0.01297,False,BJ2018
SAO 197612,5604180809383704192,9.7436,9.4345,9.5915,9.9029,9.39145,9.47884,0.968,-1758.8,-1756.2,0.0,A,0.03656,False,BJ2018
2MASS J07223907-3130208,5604912156419053312,9.2369,8.9473,8.9926,9.4981,8.83573,9.09797,0.969,-2148.2,-2114.2,0.0,A,0.01663,False,BJ2018
2MASS J07223527-3019117,5605586878601601408,5.7107,5.3261,5.3051,6.1065,5.26203,5.3987,0.933,-3620.2,-3593.9,0.0,A,0.25118,False,BJ2018
HD 50177,5608562809896153728,2.2839,2.2711,2.2465,2.3225,2.26279,2.28054,0.994,-1091.3,-1088.4,0.0,A,0.00826,False,BJ2018
PM J07001-2847,5608852393772621184,9.7888,9.8749,9.7082,9.8701,9.84858,9.89909,1.009,-350.4,-352.2,0.0,A,5e-05,False,BJ2018
HD 61686,5613838335416324736,9.5991,9.5774,9.5099,9.698,9.54668,9.6109,0.998,-1069.4,-1066.8,0.0,A,0.00249,False,BJ2018
2MASS J07491167-2359293,5614769415603711744,8.7015,8.8666,8.1373,9.3081,8.64896,9.10131,1.019,-2014.7,-2231.1,0.0,B,0.03322,False,BJ2018
PM J07187-2616,5616120681034800000,5.8109,5.9781,5.5452,6.1042,5.80273,6.2067,1.029,-939.2,-968.6,0.0,A,0.00078,False,BJ2018
GJ 2056,5617244278837970816,9.8656,9.9029,9.588,10.1667,9.87247,9.93567,1.004,-587.4,-587.9,0.0,A,0.00027,False,BJ2018
TYC 6541-759-1,5617684152207450880,8.0421,8.3689,7.5364,8.5958,8.2395,8.52265,1.041,-4370.3,-4190.5,0.0,A,0.42694,False,BJ2018
GJ 279,5619121248267202688,3.1676,3.2561,3.0926,3.2464,3.23367,3.27698,1.028,-408.6,-412.2,0.0,B,0.00017,False,BJ2018
2MASS J08462787-3456267,5626778109799818624,6.684,6.6311,6.5936,6.7697,6.60054,6.66137,0.992,-946.1,-944.2,0.0,A,0.00285,False,BJ2018
2MASS J08582547-3251432,5628557768145829888,8.3057,8.6555,7.9545,8.697,8.56623,8.75987,1.042,-3566.9,-3740.5,0.0,A,0.04873,False,BJ2018
2MASS J09220857-3509379,5629530732855800064,9.0679,8.8094,8.7522,9.4141,8.73497,8.90385,0.971,-2581.9,-2526.2,0.0,A,0.14297,False,BJ2018
2MASS J09443518-2955428,5632506290495812992,6.5159,6.4218,6.4314,6.6029,6.39473,6.4568,0.986,-939.8,-934.2,0.0,B,0.00091,False,BJ2018
2MASS J08441250-3303560,5639282237067225856,7.1322,7.2025,4.9662,12.1487,6.03177,8.75335,1.01,-893.2,-914.3,0.0,B,0.00066,False,BJ2018
SAO 199382,5643718869565236352,7.5197,8.4738,7.1322,7.9248,8.31585,8.60298,1.127,-4777.0,-4429.1,0.0,B,0.0826,False,BJ2018
TYC 6578-1475-1,5646437721303596800,7.3589,8.1753,6.7763,8.0711,7.84027,8.56112,1.111,-1646.5,-1742.2,0.0,B,0.0082,False,BJ2018
TYC 6590-317-1,5651114768880973440,5.9249,6.0078,5.7384,6.1308,5.96061,6.0451,1.014,-1490.9,-1509.4,0.0,A,0.03777,False,BJ2018
2MASS J09122988-2413415,5651490973656219776,3.9708,4.0621,3.7257,4.2554,3.97145,4.15832,1.023,-2805.7,-2923.0,0.0,A,0.17498,False,BJ2018
TYC 6571-2297-1,5653677279512168192,9.6624,9.6302,9.3858,9.9536,9.56591,9.69795,0.997,-1864.5,-1850.6,0.0,A,0.03059,False,BJ2018
2MASS J09550756-2053008,5670352507219013504,1.6946,3.7805,0.7363,2.6042,3.6082,3.93108,2.231,-4554.6,-4475.5,0.0,A,0.95726,False,BJ2018
LFT 678,5684037136313018368,9.2481,9.1751,9.1756,9.3262,9.14356,9.20852,0.992,-71.7,-71.6,0.0,A,2e-05,False,BJ2018
LP 843-16,5694679412448070528,7.5268,7.4684,7.4752,7.578,7.44819,7.48442,0.992,-248.6,-247.7,0.0,A,0.00013,False,BJ2018
2MASS J08154706-2449080,5694783831692549504,7.8151,4.3389,7.2252,8.4465,4.16072,4.50427,0.555,-4200.6,-4270.9,0.0,B,0.22454,False,BJ2018
HD 71519,5697027694400683648,6.6096,6.73,6.319,6.9469,6.68395,6.78423,1.018,-3401.9,-3389.2,0.0,A,0.0394,False,BJ2018
2MASS J08035179-2612439,5697186092808055680,6.0102,5.9313,5.9266,6.0979,5.90736,5.95492,0.987,-718.5,-710.5,0.0,A,0.00121,False,BJ2018
Gaia DR2 5698540588050405888,5698540588050405888,8.3154,8.3992,7.2786,9.7808,8.24815,8.55962,1.01,-1402.0,-1422.4,0.0,A,0.00839,False,BJ2018
2MASS J08492192-1845336,5705558491583656960,6.5849,6.1716,6.2239,6.9547,6.09459,6.24556,0.937,-3905.5,-3905.1,0.0,A,0.24083,False,BJ2018
Gaia DR3 5719674129242574464,5719674129242574464,9.9981,10.0084,9.5691,10.4522,9.83828,10.21623,1.001,-1254.2,-1258.2,0.0,A,0.00582,False,BJ2018
TYC 6000-81-1,5720822809653950976,7.2908,7.0806,7.1206,7.4676,7.04549,7.11408,0.971,-1930.4,-1905.4,0.0,A,0.04769,False,BJ2018
TYC 5425-1500-1,5725065137830644352,5.6934,5.5679,5.5667,5.8299,5.52889,5.60823,0.978,-2950.7,-2961.7,0.0,A,0.03355,False,BJ2018
2MASS J07543327-1415396,5725606131913768192,6.5768,7.1016,6.4405,6.7222,6.94585,7.26177,1.08,-2328.3,-2273.4,0.0,B,0.02149,False,BJ2018
2MASS J08533806-1721462,5729828256557303552,8.1263,8.1656,7.5072,8.8145,7.9699,8.41178,1.005,-1622.0,-1647.2,0.0,A,0.02147,False,BJ2018
HD 76102,5729829012471549056,8.3992,8.3077,8.2639,8.5418,8.26909,8.35512,0.989,-1756.8,-1755.0,0.0,A,0.0247,False,BJ2018
GJ 3523,5730371484020807808,5.6865,5.6832,5.6536,5.7176,5.67286,5.69479,0.999,-162.9,-163.0,0.0,A,6e-05,False,BJ2018
TYC 6028-295-1,5731001366744412672,3.1017,3.738,2.2794,3.9091,3.56658,3.92898,1.205,-3975.0,-3749.2,0.0,B,0.80566,False,BJ2018
GJ 334,5743705394673617664,8.2613,8.2787,8.1723,8.3514,8.26097,8.30015,1.002,-261.7,-261.7,0.0,A,0.00018,False,BJ2018
UPM J0838-0641,5755078777310822272,4.152,4.1822,4.0347,4.2735,4.09698,4.25454,1.007,-1799.8,-1837.7,0.0,A,0.01064,False,BJ2018
TYC 4865-1104-1,5764331481192006144,5.4571,6.2798,4.9925,5.9213,6.21108,6.36098,1.151,-2598.4,-2575.1,0.0,A,0.17129,False,BJ2018
2MASS J12250976-8653152,5766117397315104384,7.3857,7.3639,7.1292,7.668,7.2509,7.46802,0.997,-1593.5,-1591.9,0.0,A,0.01087,False,BJ2018
HIP 87414,5767612458250649216,9.3786,9.2281,9.2736,9.4823,9.19109,9.26701,0.984,-1776.9,-1778.0,0.0,A,0.04466,False,BJ2018
2MASS J15464131-8050539,5772187560494763520,9.3417,9.6495,9.0409,9.6642,9.51629,9.76298,1.033,-2279.5,-2274.9,0.0,A,0.07864,False,BJ2018
HIP 74240,5773303564798208256,6.186,6.6713,5.9004,6.4994,6.44894,6.91255,1.078,-1354.8,-1484.2,0.0,B,0.02097,False,BJ2018
2MASS J17251380-8034590,5774643113556172800,7.5216,7.5441,7.4338,7.6043,7.5061,7.58168,1.003,-489.7,-492.2,0.0,A,0.00086,False,BJ2018
HIP 85511,5776910478332747776,5.3219,5.4554,5.2059,5.4399,5.4112,5.49237,1.025,-3110.5,-3075.7,0.0,A,0.02321,False,BJ2018
HIP 73408,5793748639924547968,9.4418,8.4961,9.3579,9.523,8.4203,8.57166,0.9,-1415.1,-1406.8,0.0,B,0.01293,False,BJ2018
Gaia DR3 5796654438693890432,5796654438693890432,10.082,10.7509,9.3979,10.9075,10.5171,11.06223,1.066,-4207.3,-4404.7,0.0,A,0.0562,False,BJ2018
HIP 82032,5806162435437141888,8.9963,8.9942,8.9383,9.0541,8.97513,9.01354,1.0,-528.0,-528.5,0.0,A,0.00058,False,BJ2018
ζ TrA,5808612830236138368,9.5867,10.3834,8.6622,10.5063,9.87691,10.88758,1.083,-436.6,-395.1,0.0,B,6e-05,False,BJ2018
2MASS J17285914-6425185,5813856680371330688,9.5637,9.9022,8.6507,10.7172,9.71637,10.09221,1.035,-3409.5,-3574.0,0.0,A,0.10398,False,BJ2018
HIP 81424,5816195788293415424,5.2832,5.503,5.1841,5.3971,5.46101,5.54576,1.042,3211.3,3198.4,0.0,A,0.0253,False,BJ2018
TYC 9049-2442-1,5821695408014939776,5.6646,5.8703,5.4482,5.8962,5.83748,5.91257,1.036,-2907.8,-2896.7,0.0,A,0.05254,False,BJ2018
HD 146248,5828045912305227008,1.4802,1.3253,1.4414,1.5179,1.31878,1.33121,0.895,-1151.3,-1143.7,0.0,A,0.00856,False,BJ2018
2MASS J16382175-6355131,5828371157273738368,1.6341,1.1605,1.4542,1.811,1.10504,1.21414,0.71,-1412.4,-1430.7,0.0,B,0.01986,False,BJ2018
2MASS J16092859-6218102,5829698680118333056,4.478,4.7424,4.0858,4.9441,4.60861,4.88245,1.059,-4146.5,-4045.3,0.0,A,0.23058,False,BJ2018
TYC 9041-834-1,5830241018558219520,4.758,5.8628,4.4003,5.133,5.77183,5.9712,1.232,-2633.8,-2718.5,0.0,B,0.15551,False,BJ2018
Gaia DR3 5832501373962491264,5832501373962491264,3.4079,12.2471,2.9156,3.9654,11.67588,12.75888,3.594,-4732.2,-4818.0,0.082,B,0.18624,False,BJ2018
GJ 613,5835498883232034816,8.4312,8.4445,8.3924,8.4684,8.4275,8.46483,1.002,-268.2,-268.2,0.0,A,0.00016,False,BJ2018
TYC 9254-2207-1,5838982715785602560,9.9322,10.0855,9.5962,10.2822,9.99603,10.17592,1.015,-3873.9,-3923.0,0.0,A,0.04422,False,BJ2018
TYC 9254-1915-1,5839162215363809024,6.7557,6.932,6.5663,6.9594,6.88062,6.98811,1.026,-2544.5,-2552.0,0.0,A,0.04417,False,BJ2018
2MASS J12195133-7353490,5841388451530562560,8.6659,7.6671,7.65,10.0655,7.29934,8.12177,0.885,-1645.9,-1577.2,0.0,B,0.01108,False,BJ2018
Gaia DR3 5849347781879086336,5849347781879086336,6.9951,10.7966,6.7107,7.3038,10.45898,11.10589,1.543,-2440.1,-2388.6,0.0,B,0.04669,False,BJ2018
TYC 9010-590-1,5853404670579797376,6.6142,6.7852,6.5188,6.7086,6.76419,6.8066,1.026,-850.8,-854.5,0.0,A,0.00322,False,BJ2018
HIP 62534,5855730584310531200,4.3279,4.3481,4.3072,4.3485,4.33971,4.35715,1.005,-264.7,-264.2,0.0,B,0.00022,False,BJ2018
HIP 64180,5857110471404372736,7.7578,7.7896,7.7038,7.814,7.77123,7.8083,1.004,-397.0,-398.1,0.0,A,0.00025,False,BJ2018
UPM J1238-6514,5861048509766415616,1.6287,1.6217,1.6154,1.6426,1.61032,1.63151,0.996,-296.9,-293.4,0.0,A,8e-05,False,BJ2018
V851 Cen,5865871998528696576,6.4387,6.4196,6.211,6.6799,6.28219,6.53107,0.997,-714.0,-707.2,0.0,B,0.00137,False,BJ2018
PM J14098-5959,5866913820152011264,6.4091,6.372,6.363,6.4556,6.3573,6.38865,0.994,-281.7,-281.2,0.0,A,0.0001,False,BJ2018
TYC 8690-1374-1,5867035178739580288,9.7126,9.6788,9.4995,9.9192,9.62289,9.74264,0.997,-1933.9,-1935.4,0.0,A,0.01651,False,BJ2018
TYC 8675-321-1,5869212521017562624,1.9846,2.2366,1.9358,2.0378,2.22147,2.25231,1.127,-1947.6,-1947.3,0.0,A,0.01029,False,BJ2018
HIP 67400,5872104270943488896,6.2062,6.1086,6.1527,6.2616,6.09515,6.12318,0.984,-605.6,-605.0,0.0,A,0.00236,False,BJ2018
2MASS J15213716-6158010,5875171186871144704,2.4346,2.4193,2.3297,2.5483,2.36587,2.46456,0.994,-1904.2,-1860.3,0.0,A,0.02219,False,BJ2018
2MASS J15451198-5632477,5884048231468656640,3.7102,3.6899,3.4884,3.9679,3.52413,3.85803,0.995,-757.1,-754.7,0.0,A,0.00106,False,BJ2018
TYC 8697-388-1,5884935777784511488,2.8477,3.198,2.6711,3.016,3.17545,3.21926,1.123,-1499.7,-1492.1,0.0,A,0.01085,False,BJ2018
2MASS J14205099-5650025,5892297450504838656,6.8318,6.8531,6.581,7.1006,6.56231,7.20177,1.003,-981.6,-995.4,0.0,A,0.0013,False,BJ2018
HIP 72042,5893383463098407680,5.5983,5.558,5.4448,5.7441,5.52225,5.59584,0.993,-2571.3,-2576.2,0.0,A,0.02418,False,BJ2018
HD 129476,5893494788648945280,8.4309,8.3037,8.1823,8.6923,8.24334,8.35722,0.985,-1798.8,-1779.2,0.0,A,0.01408,False,BJ2018
2MASS J14350560-5326155,5894604402019860992,4.4678,4.3468,4.3179,4.6184,4.29427,4.42043,0.973,1203.8,1199.8,0.0,A,0.00325,False,BJ2018
GJ 2106,5895265380327966464,4.5126,4.4786,4.4823,4.5426,4.46899,4.48737,0.992,-185.6,-184.3,0.0,A,2e-05,False,BJ2018
2MASS J14120884-5403503,5896594273227951232,5.7537,5.9936,5.3421,6.1956,5.92055,6.08007,1.042,-2089.2,-2101.9,0.0,A,0.04361,False,BJ2018
2MASS J14364673-5015278,5899297255071163904,5.8025,6.1214,4.8784,6.8077,5.93157,6.35599,1.055,-3544.7,-3500.8,0.0,A,0.36415,False,BJ2018
TYC 8288-1204-1,5904828721964769920,9.7166,9.5146,9.5,9.9335,9.44272,9.58406,0.979,-1905.1,-1883.9,0.0,A,0.02659,False,BJ2018
2MASS J14524953-4505216,5907920793480317184,9.1198,9.158,8.6226,9.6367,8.69433,9.68813,1.004,-3010.1,-3084.2,0.0,A,0.12417,False,BJ2018
2MASS J17110226-5739436,5916030993110336896,8.7415,8.4629,8.5085,8.9888,8.41385,8.52063,0.968,-847.7,-846.0,0.0,A,0.00766,False,BJ2018
2MASS J17463487-5726401,5918658069980504832,9.5091,9.2314,9.1613,9.8703,9.07549,9.41154,0.971,-1966.3,-1949.5,0.0,A,0.06098,False,BJ2018
2MASS J17374249-5809226,5918940236453154944,9.8185,9.0487,9.1284,10.6349,8.90968,9.22928,0.922,-3367.5,-3167.3,0.0,A,0.05212,False,BJ2018
HIP 87316,5920846652178626304,5.1259,5.2334,5.0577,5.1942,5.21272,5.25293,1.021,-1019.3,-1022.4,0.0,A,0.00377,False,BJ2018
2MASS J17413611-5408240,5921315623947467520,7.8749,7.8128,7.7212,8.0352,7.61402,8.02738,0.992,-1432.2,-1409.5,0.0,A,0.01805,False,BJ2018
2MASS J17344383-5447470,5921408365185459968,5.1002,5.9128,4.7836,5.421,5.77089,6.05346,1.159,-3161.0,-3259.6,0.0,A,0.26957,False,BJ2018
GJ 676 A,5925209583053212800,8.4107,8.2733,8.2939,8.5232,8.25067,8.29452,0.984,290.4,287.2,0.0,B,2e-05,False,BJ2018
2MASS J16404621-5609234,5928602744675704064,4.8409,4.4741,4.6532,5.0205,4.42824,4.5155,0.924,-1374.3,-1369.8,0.0,A,0.01886,False,BJ2018
2MASS J16333011-5522579,5928864909490996864,11.0354,11.1567,9.6332,12.9931,10.84455,11.8938,1.011,-4576.6,-4921.0,0.328,B,0.16277,False,BJ2018
2MASS J16481408-5425417,5929913362546359424,6.9122,6.8416,6.8173,7.0095,6.82086,6.86154,0.99,-715.3,-716.7,0.0,A,0.00072,False,BJ2018
TYC 8713-1665-1,5930047606049316736,9.6256,9.9547,9.1792,10.1117,9.75248,10.13344,1.034,-2796.7,-2841.5,0.0,A,0.11989,False,BJ2018
2MASS J16410044-5439314,5930280874313569664,6.1252,5.1243,5.6049,6.6912,5.02834,5.22686,0.837,-3673.8,-3687.3,0.0,A,0.13362,False,BJ2018
TYC 8335-2697-1,5936799019761215488,4.9728,7.6228,3.184,7.2662,6.50187,8.81853,1.533,-4455.2,-3675.6,0.0,B,0.07015,False,BJ2018
HIP 83797,5938742337829520256,7.3782,7.2525,7.134,7.6351,7.20994,7.30554,0.983,1210.1,1186.5,0.0,A,0.00467,False,BJ2018
2MASS J16545747-4716509,5939747768155606144,2.8064,2.8402,2.7225,2.8847,2.80384,2.88906,1.012,-1069.1,-1074.3,0.0,B,0.00246,False,BJ2018
TYC 8337-1595-1,5940250077508482816,4.9117,5.2321,4.6616,5.1672,5.17338,5.29363,1.065,-2957.5,-2990.8,0.0,A,0.03153,False,BJ2018
HIP 81746,5943191236735787520,6.0994,6.108,6.0648,6.1358,6.08599,6.12448,1.001,-393.2,-394.1,0.0,B,0.00032,False,BJ2018
2MASS J17445959-4906188,5948158757226105856,5.4344,5.3498,4.8439,6.0309,5.22955,5.47521,0.984,-4488.9,-4542.0,0.0,B,0.29589,False,BJ2018
HIP 85447,5950252403499725952,8.0527,8.1486,7.9546,8.1502,8.09638,8.20161,1.012,-1574.4,-1571.5,0.0,A,0.01877,False,BJ2018
41 Ara,5951165616611763456,7.5231,7.5311,7.4943,7.5532,7.52089,7.54285,1.001,-88.0,-88.0,0.0,A,0.0,False,BJ2018
2MASS J17334137-4757469,5951509003514151936,9.031,8.2892,8.4698,9.6172,8.17489,8.38829,0.918,-4228.0,-4215.1,0.0,A,0.15836,False,BJ2018
2MASS J17433480-4518124,5955006932294712192,3.9538,4.459,3.6127,4.337,3.53642,45.28674,1.128,3887.1,4140.9,0.301,A,0.28241,False,BJ2018
HD 324218,5957372187992762880,6.7093,6.7703,6.5685,6.8479,6.67107,6.86185,1.009,-3008.3,-2988.0,0.0,A,0.03791,False,BJ2018
2MASS J16511967-4002052,5969867862765676160,3.4507,3.3432,3.3645,3.5361,3.32003,3.36282,0.969,1194.4,1196.2,0.0,A,0.00469,False,BJ2018
HIP 81935,5970956070030449792,3.0708,3.0844,3.0378,3.1058,3.06617,3.10281,1.004,687.4,687.2,0.0,A,0.0001,False,BJ2018
2MASS J17142758-3928597,5972277781731400448,4.7884,4.9117,4.6819,4.9007,4.87732,4.94785,1.026,974.5,990.3,0.0,A,0.00067,False,BJ2018
LHS 443,5975663354131618304,7.1718,7.1563,7.158,7.1851,7.14786,7.16432,0.998,-25.0,-27.3,0.0,A,0.0,False,BJ2018
2MASS J16042820-5158503,5981402804844310784,7.9938,8.3964,7.7947,8.184,8.29702,8.52526,1.05,-804.5,-828.1,0.0,A,0.00158,False,BJ2018
TYC 8321-370-1,5981928023489022976,8.8179,9.6301,8.3779,9.2867,9.52378,9.74785,1.092,-2851.2,-2887.2,0.0,A,0.01229,False,BJ2018
HIP 78202,5984297406649971968,5.742,6.7582,5.3789,6.1486,6.59071,6.96164,1.177,-1342.6,-1414.7,0.0,B,0.01456,False,BJ2018
TYC 8304-883-1,5985427051741294080,7.1338,7.3832,6.8071,7.4661,7.28571,7.48513,1.035,-2935.4,-2988.9,0.0,A,0.04633,False,BJ2018
GJ 604,5994771148252505216,7.7922,7.8331,7.7472,7.8374,7.81516,7.8533,1.005,-289.4,-290.0,0.0,A,5e-05,False,BJ2018
TYC 7851-1242-1,5998116652893855232,5.4561,5.6447,5.0299,5.9064,5.5762,5.70465,1.035,-2953.3,-2951.3,0.0,A,0.17289,False,BJ2018
2MASS J15383371-4338266,6001204661350349696,5.7818,6.7592,5.2121,6.4694,6.35455,7.17841,1.169,-3892.8,-4360.8,0.02,A,0.08249,False,BJ2018
WDS J15121-3942B,6005425828227821952,8.0283,8.0592,7.8258,8.2416,8.01266,8.11831,1.004,-558.2,-560.6,0.0,A,0.0003,False,BJ2018
2MASS J15215114-3652335,6007679689624236928,4.846,5.0779,3.9918,5.7379,4.89536,5.34506,1.048,-4272.7,-4107.1,0.0,A,0.84387,False,BJ2018
2MASS J16343023-3818427,6017817491773302144,7.5808,7.3511,7.3332,7.8424,7.17291,7.51786,0.97,-1158.0,-1138.9,0.0,A,0.00547,False,BJ2018
GJ 9559,6018047019138644480,4.2927,4.265,4.2211,4.3693,4.22498,4.3113,0.994,-871.0,-873.5,0.0,A,0.00108,False,BJ2018
TYC 7345-1150-1,6025436523233548544,7.2869,8.1628,7.0259,7.5566,7.99923,8.3223,1.12,1565.0,1584.6,0.0,B,0.02873,False,BJ2018
2MASS J16535737-3432344,6026027613820758016,4.0815,4.0749,3.9717,4.192,4.04581,4.10798,0.998,-712.0,-714.4,0.0,A,0.00054,False,BJ2018
TYC 6813-1444-1,6034774508013700992,6.2893,6.3703,6.1601,6.4304,6.32017,6.41,1.013,-1185.1,-1192.1,0.0,A,0.00543,False,BJ2018
2MASS J16080346-3009228,6037069704168050048,6.4496,6.311,5.9845,7.0043,5.95903,6.6009,0.979,3191.0,3051.8,0.0,A,0.05549,False,BJ2018
LP 917-25,6037547682484171008,8.3291,8.3934,8.2656,8.392,8.37038,8.41627,1.008,-252.0,-252.5,0.0,A,0.00011,False,BJ2018
Gaia DR3 6040276807778765824,6040276807778765824,9.7835,10.2896,9.3844,10.2234,10.05778,10.50706,1.052,-1019.8,-1030.5,0.0,B,0.01604,False,BJ2018
HD 146591,6048887461286217984,7.8344,7.8505,7.767,7.903,7.81891,7.88006,1.002,636.4,640.7,0.0,A,0.00377,False,BJ2018
Gaia DR3 6051225091725760896,6051225091725760896,8.4897,14.7958,8.0305,8.9682,14.08414,15.47291,1.743,-2918.3,-2966.3,0.0,B,0.15601,False,BJ2018
TYC 6215-776-1,6051975061736973184,6.9494,6.9208,6.7472,7.1601,6.82303,7.0176,0.996,2119.0,2114.1,0.0,A,0.00407,False,BJ2018
2MASS J12443013-5714094,6060947725156237824,9.5737,9.3919,9.2806,9.8758,9.31282,9.46625,0.981,-939.0,-921.6,0.0,B,0.0006,False,BJ2018
HD 114837B,6062166950455776512,5.8731,5.889,5.7271,6.0291,5.79979,5.9639,1.003,239.9,240.4,0.0,B,4e-05,False,BJ2018
GJ 503,6062166950467100032,6.6864,6.7334,6.5728,6.7973,6.71431,6.75433,1.007,241.4,242.3,0.0,A,5e-05,False,BJ2018
L 256-25,6081038727475538944,6.7568,6.7555,6.6976,6.816,6.73783,6.77231,1.0,-260.8,-261.9,0.0,A,0.00028,False,BJ2018
TYC 8247-442-1,6086554771153457920,8.6834,7.987,7.8911,9.574,7.81697,8.13756,0.92,-3517.8,-3509.8,0.0,A,0.16406,False,BJ2018
